,oil,gas,dp
78880,33747.99693,209.13923650000004,1803.3632779460997
81067,33747.99583000001,209.13922646000003,1803.3638364889998
100750,33747.99583000001,209.13922646000003,1803.3638364889998
118246,33698.09234000001,211.941845,1981.1174746703634
120433,33698.08484,211.941697,1981.113325514206
122620,33698.08374000001,211.94169,1981.1133140623704
168709,33696.22705000001,215.17810000000003,2146.2764522
149026,33696.22705000001,215.17810000000003,2146.2764522
166522,33696.21605000001,215.17807000000002,2146.2763322
144652,33696.21605000001,215.17797000000002,2146.27431231356
164335,33696.21605000001,215.17797000000002,2146.27431231356
146839,33696.21605000001,215.17807000000002,2146.2763322
3213,33688.74304000001,211.843471,1867.1862972087633
5400,33688.74204000001,211.84339,1867.1852073696305
1026,33688.71304000001,211.84337100000002,1867.1831672342178
142303,33683.56104000001,211.850443,1980.6906066159008
161986,33683.56104000001,211.850443,1980.6906066159008
140116,33683.560040000004,211.850443,1980.6904967677979
159799,33683.560040000004,211.850443,1980.6904967677979
137929,33683.52004000001,211.850243,1980.6807766161096
157612,33683.52004000001,211.850243,1980.6807766161096
147555,33680.54204000001,211.19877499999998,1978.634293367264
167238,33680.54204000001,211.19877499999998,1978.634293367264
169425,33680.18204000001,211.19637499999996,1978.555112508044
149742,33680.18204000001,211.19637499999996,1978.555112508044
145368,33680.172040000005,211.19627499999999,1978.5541025454866
165051,33680.172040000005,211.19627499999999,1978.5541025454866
64287,33653.482830000015,210.4414363,1963.3007285743445
59913,33653.44983000001,210.4414053,1963.2989000479997
62100,33653.44983000001,210.4414053,1963.2990000639995
5487,33643.98101,205.617181,1830.1112577368447
3300,33643.957010000006,205.61714999999998,1830.11121743
1113,33643.957010000006,205.61714999999998,1830.1092074299997
44050,33633.254030000004,205.57554,1936.47559310706
24367,33633.254030000004,205.57554,1936.47559310706
22180,33633.24803,205.575537,1936.4739886053487
41863,33633.24803,205.575537,1936.4739886053487
39676,33633.23803,205.575537,1936.4739633553604
19993,33633.23803,205.575537,1936.4739633553604
310,33633.18503,205.57539699999998,1936.4468772398304
2497,33633.17503,205.575393,1936.4463391895554
4684,33633.13803,205.575365,1936.4439853547199
141075,33628.77203000001,206.33349,1984.84759924483
160758,33628.77203000001,206.33349,1984.84759924483
158571,33628.762030000005,206.33349,1984.84557924394
138888,33628.762030000005,206.33349,1984.84557924394
162945,33628.762030000005,206.33349,1984.8456049137
143262,33628.762030000005,206.33349,1984.8456049137
121311,33609.94905000001,215.52615999999998,2055.1757684857566
123498,33609.92805000001,215.52604999999997,2055.1716805957562
119124,33609.92805000001,215.52604999999997,2055.171638507279
50611,33602.43304,210.700097,1949.1561067913444
30928,33602.43304,210.700097,1949.1561067913444
48424,33602.40004,210.70006600000002,1949.154286731
28741,33602.40004,210.70006600000002,1949.154286731
26554,33602.390040000006,210.70006600000002,1949.1543752269997
46237,33602.390040000006,210.70006600000002,1949.1543752269997
24921,33586.897830000016,208.67096390000003,1946.0256039733447
44604,33586.897830000016,208.67096390000003,1946.0256039733447
42417,33586.864830000006,208.67093290000003,1946.0245537035235
20547,33586.864830000006,208.67093290000003,1946.0237541659997
22734,33586.864830000006,208.67093290000003,1946.0245537035235
40230,33586.864830000006,208.67093290000003,1946.0237541659997
85441,33585.37004000001,211.553601,1867.3688564793083
105124,33585.37004000001,211.553601,1867.3688564793083
109498,33585.36804000001,211.55362,1867.3698966286395
89815,33585.36804000001,211.55362,1867.3698966286395
107311,33585.36004000001,211.553601,1867.367856497731
87628,33585.36004000001,211.553601,1867.367856497731
105840,33566.59203,204.659515,1948.914940066769
86157,33566.59203,204.659515,1948.914940066769
88344,33566.55603,204.65948800000004,1948.9113446295003
108027,33566.55603,204.65948800000004,1948.9113446295003
90531,33566.555029999996,204.65948800000004,1948.9130475386198
110214,33566.555029999996,204.65948800000004,1948.9130475386198
144490,33535.42405000001,215.36941,2055.865076437968
164173,33535.42405000001,215.36941,2055.865076437968
148864,33535.41405000001,215.36952999999997,2055.8661285434737
168547,33535.41405000001,215.36952999999997,2055.8661285434737
146677,33535.41405000001,215.36942999999997,2055.8640764346105
166360,33535.41405000001,215.36942999999997,2055.8640764346105
121259,33530.212040000006,215.72171389999997,2260.48604276885
123446,33530.19204000001,215.7216139,2260.4819573455698
119072,33530.19204000001,215.721614,2260.4818681976
143019,33528.39543000001,211.70594076999998,2144.063315356976
162702,33528.39543000001,211.70594076999998,2144.063315356976
158328,33528.38343000001,211.70593841,2144.06324722785
138645,33528.38343000001,211.70593841,2144.06324722785
140832,33528.265530000004,211.70504080999996,2144.0375006981167
160515,33528.265530000004,211.70504080999996,2144.0375006981167
5348,33527.524040000004,215.7151082,2261.32291885
3161,33527.493040000016,215.7149967,2261.318687872457
974,33527.456040000005,215.71483279999998,2261.35606957
3215,33525.79604000001,215.70322579999996,2260.6664704842137
1028,33525.77604000001,215.7031269,2260.663369059895
5402,33525.77604000001,215.70312579999998,2260.6633667997
119126,33524.60304,215.6921235,2260.007409452065
123500,33524.60304,215.6921235,2260.0051994513797
121313,33524.58304,215.6920235,2259.9988494434156
59576,33520.43705,210.04990999999998,2290.679557
61763,33520.427050000006,210.04992,2290.681429
63950,33520.427050000006,210.04992,2290.681428
142682,33520.29405000001,210.04461,2290.689850267916
160178,33520.29405000001,210.0446,2290.686647267921
162365,33520.29405000001,210.04461,2290.689850267916
140495,33520.29405000001,210.0446,2290.686647267921
138308,33520.20205000001,210.04398,2290.672293272001
157991,33520.20205000001,210.04398,2290.672293272001
81473,33520.05505,210.04377,2290.710360267931
101156,33520.05505,210.04377,2290.710360267931
103343,33520.05305000001,210.04366,2290.7093582679236
83660,33520.05305000001,210.04366,2290.7093582679236
98969,33519.96305000001,210.04305999999997,2290.6980182720067
79286,33519.96305000001,210.04305999999997,2290.6980182720067
64449,33519.62004000001,211.115071,1851.2840863809997
60075,33519.61404000001,211.115068,1851.28248083
62262,33519.61204000001,211.115058,1851.2804508413499
118382,33518.63405000001,210.04155,2290.784697
120569,33518.605050000006,210.04145999999997,2290.78435
122756,33518.60405,210.04145,2290.784347
160205,33518.57505,210.03410999999997,2290.421213059967
140522,33518.57505,210.03410999999997,2290.421213059967
162392,33518.54105,210.03406999999999,2290.412885059962
142709,33518.54105,210.03406999999999,2290.412885059962
138335,33518.44105000001,210.03337000000002,2290.39336512487
158018,33518.44105000001,210.03337000000002,2290.39336512487
120812,33517.51905,210.02756,2290.1456230000003
118625,33517.50905000001,210.02757,2290.146616
122999,33517.50905,210.02756,2290.146623
63977,33517.24204999999,210.02636,2290.123349
61790,33517.24105,210.02635,2290.121345
59603,33517.23205,210.02635,2290.122218
142466,33516.97805000001,210.0294,2291.06441728934
159962,33516.97805000001,210.0294,2291.0634172893497
140279,33516.97805000001,210.0294,2291.0634172893497
162149,33516.97805000001,210.0294,2291.06441728934
138092,33516.88605000001,210.02877,2291.04694146217
157775,33516.88605000001,210.02877,2291.04694146217
59360,33516.85205000001,210.03332999999998,2290.886171
61547,33516.84305,210.03332999999998,2290.888041
63734,33516.84305,210.03332999999998,2290.8870410000004
120839,33515.355050000006,210.01300999999998,2289.861563
118652,33515.321050000006,210.01297,2289.851335
123026,33515.321050000006,210.01306999999997,2289.8532349999996
120596,33514.59805,210.0139,2290.627087
122783,33514.597050000004,210.0139,2290.629986
81203,33514.586050000005,210.01737,2290.228418059965
83390,33514.586050000005,210.01737,2290.2294280599617
100886,33514.586050000005,210.01737,2290.228418059965
103073,33514.586050000005,210.01737,2290.2294280599617
118409,33514.57605000001,210.01387,2290.625751
79016,33514.48605000001,210.01667,2290.2088981248667
98699,33514.48605000001,210.01667,2290.2088981248667
103316,33512.33705,209.99674000000002,2289.2996009999997
83633,33512.33705,209.99674000000002,2289.2996009999997
81446,33512.33705,209.99674000000002,2289.298601
101129,33512.33705,209.99674000000002,2289.298601
79259,33512.24705000001,209.99604000000002,2289.283071
98942,33512.24705000001,209.99604000000002,2289.283071
59333,33511.366050000004,209.99626999999998,2289.667858
61520,33511.36605,209.99627,2289.668768
63707,33511.36605,209.99627,2289.6697679999997
142439,33510.46105,209.98811999999998,2289.379298
162122,33510.46105,209.98811999999998,2289.379298
140252,33510.46105,209.98813,2289.3803019999996
159935,33510.46105,209.98813,2289.3803019999996
157748,33510.37105000001,209.98742000000001,2289.3637689999996
138065,33510.37105000001,209.98742000000001,2289.3637689999996
81230,33508.65405,209.97984,2289.463764
100913,33508.65405,209.97984,2289.463764
83417,33508.65405,209.97982000000002,2289.463662
103100,33508.65405,209.97982000000002,2289.463662
98726,33508.56405,209.97912000000002,2289.44713
79043,33508.56405,209.97912000000002,2289.44713
50449,33495.15804,211.176711,1852.870385451
30766,33495.15804,211.176711,1852.870385451
28579,33495.15204,211.17670800000002,1852.8690473850002
48262,33495.15204,211.17670800000002,1852.8690473850002
46075,33495.149040000004,211.17669800000002,1852.8677399221642
26392,33495.149040000004,211.17669800000002,1852.8677399221642
5490,33480.350020000005,205.84242100000003,1813.2538897492825
3303,33480.32602,205.84239000000002,1813.2538494424382
1116,33480.32602,205.84239000000002,1813.2518394551453
146660,33475.91324000001,215.96901240000003,2269.03616912986
166343,33475.91324000001,215.96901240000003,2269.03616912986
89681,33473.995050000005,209.22631,2114.597342
109364,33473.995050000005,209.22631,2114.597342
107177,33473.98505000001,209.22639,2114.597146
87494,33473.98505000001,209.22639,2114.597146
85307,33473.96405000001,209.22611,2114.5922809999997
104990,33473.96405000001,209.22611,2114.5922809999997
144356,33473.06305000001,209.22214999999997,2114.6526089999998
164039,33473.06305000001,209.22214999999997,2114.6526089999998
168413,33473.00305000001,209.22175000000001,2114.641249
148730,33473.00305000001,209.22175000000001,2114.641249
166226,33472.953050000004,209.22145,2114.6327599999995
146543,33472.953050000004,209.22145,2114.6327599999995
78890,33467.33005000001,211.57576,2123.143578527725
98573,33467.33005000001,211.57576,2123.143578527725
5247,33466.60903000001,209.965651,1953.2464169809998
873,33466.603030000006,209.96564800000002,1953.24481143
3060,33466.603030000006,209.96564800000002,1953.2448780742
118229,33456.75995,211.544986,2123.5016605664537
59179,33449.89955000001,211.511524,2120.3575602130195
63553,33449.89925000001,211.511522,2120.3585581033003
61366,33449.89925000001,211.51153200000002,2120.3575601033
61393,33449.75785,211.511113,2120.7854042999998
63580,33449.75685,211.511113,2120.7863042999998
59206,33449.75685,211.511113,2120.7811127819996
122629,33448.29525,211.507461,2121.0011014
120442,33448.29525,211.507451,2121.0011004
118255,33448.271550000005,211.507434,2120.989809531
118228,33446.70775000001,211.49625200000003,2120.932615611
120415,33446.706750000005,211.49625200000003,2120.9369061
122602,33446.69675000001,211.49624200000002,2120.9389051000003
118310,33444.893350000006,211.48705199999998,2120.6539974012503
120497,33444.84065,211.486773,2120.6432826166597
122684,33444.84065,211.486773,2120.6432826166497
59288,33444.68355000001,211.48606399999997,2120.6672347018457
63662,33444.630950000006,211.48578400000002,2120.6565300173597
61475,33444.630950000006,211.48578400000002,2120.6565300173597
59261,33444.094150000004,211.48229199999994,2120.5233553118446
63635,33444.08685,211.48214599999997,2120.5191964591213
61448,33444.08685,211.48214599999997,2120.5201964587336
118337,33443.890250000004,211.48138199999994,2120.5476422146094
120524,33443.88295000001,211.48123599999997,2120.5444833066144
122711,33443.88295000001,211.48123599999997,2120.5444833066144
85423,33442.36714,215.8314878,2266.41889362
105106,33442.36714,215.8314878,2266.41889362
87610,33442.36464000001,215.8314632,2266.41388019
107293,33442.36464000001,215.8314632,2266.41388019
89797,33442.35054000001,215.8314512,2266.4117564300004
109480,33442.35054000001,215.8314512,2266.4117564300004
122630,33441.63295000001,211.47174600000002,2121.54981169486
87638,33438.723340000004,215.81806020000002,2267.05581849
107321,33438.723340000004,215.81806020000002,2267.05581849
59180,33437.78115000001,211.451852,2120.9005603741143
61367,33437.77385000001,211.451706,2120.8964015428455
63554,33437.77385000001,211.451706,2120.8964005431576
78862,33435.91805000001,211.42338,2120.0252627246473
98545,33435.91805000001,211.42338,2120.0252627246473
100732,33435.908050000005,211.42338,2120.0252639044097
102919,33435.908050000005,211.42337,2120.02625990441
83236,33435.908050000005,211.42337,2120.02625990441
81049,33435.908050000005,211.42338,2120.0252639044097
81076,33435.601050000005,211.42190999999997,2120.1944627
100759,33435.601050000005,211.42190999999997,2120.1944627
102946,33435.60005,211.42190999999997,2120.1953627
78889,33435.60005,211.42190999999997,2120.190214875
83263,33435.60005,211.42190999999997,2120.1953627
98572,33435.60005,211.42190999999997,2120.190214875
59207,33434.869150000006,211.437692,2121.0750513272283
61394,33434.86185,211.437556,2121.0718924832986
63581,33434.86185,211.437556,2121.0718924817706
105133,33434.09354000001,215.79460110000002,2264.729510666351
85450,33434.09354000001,215.79460110000002,2264.729510666351
89824,33434.07364000001,215.7945022,2264.7261796801686
109507,33434.07364000001,215.7945022,2264.7261796801686
107320,33434.073540000005,215.79450110000002,2264.7261706816034
87637,33434.073540000005,215.79450110000002,2264.7261706816034
118220,33433.89105000001,211.43291099999996,2121.133902116384
122594,33433.88315000001,211.432761,2121.1297424655154
120407,33433.88315000001,211.432761,2121.1297424655318
118247,33433.30915000001,211.43112099999996,2121.342537101289
122621,33433.27715,211.430846,2121.3328332165
120434,33433.27715,211.430946,2121.33283321656
59171,33432.08615000001,211.42425199999997,2121.2405052164054
63545,33432.078850000005,211.424106,2121.2373463085123
61358,33432.078850000005,211.424106,2121.2373463085123
157594,33431.993050000005,211.40362000000005,2120.188499122444
140098,33431.993050000005,211.40362000000005,2120.1896990594996
137911,33431.993050000005,211.40362000000005,2120.188499122444
159781,33431.993050000005,211.40362000000005,2120.1896990594996
161968,33431.96905000001,211.40359000000004,2120.195581059499
142285,33431.96905000001,211.40359000000004,2120.195581059499
166451,33431.967440000015,215.79115790000003,2265.46571994
146768,33431.967440000015,215.79115790000003,2265.46571994
148955,33431.967440000015,215.79125790000003,2265.46571994
168638,33431.967440000015,215.79125790000003,2265.46571994
120416,33431.87495000001,211.424267,2121.7364375657417
168611,33431.85394000001,215.78762020000002,2265.27380881
148928,33431.85394000001,215.78762020000002,2265.27380881
164237,33431.85274000001,215.78759870000002,2265.27178524
144554,33431.85274000001,215.78759870000002,2265.27178524
157621,33431.61705000001,211.40264,2120.3770432309902
137938,33431.61705000001,211.40264,2120.3770432309902
161995,33431.61705000001,211.40264,2120.377053165505
142312,33431.61705000001,211.40264,2120.377053165505
159808,33431.61605000001,211.40263,2120.377052165505
140125,33431.61605000001,211.40263,2120.377052165505
146686,33431.09074000001,215.78471639999998,2265.121839
166369,33431.09074000001,215.78471639999998,2265.121839
144499,33431.08884000001,215.78471499999998,2265.12081756
164182,33431.08884000001,215.78471499999998,2265.12081756
148873,33431.08434,215.7846919,2265.12178407
168556,33431.08434,215.7846919,2265.12178407
159863,33431.02805000001,211.39959000000002,2120.3982372161927
137993,33431.02805000001,211.39969000000002,2120.3971272293047
157676,33431.02805000001,211.39969000000002,2120.3971272293047
142367,33431.02805000001,211.39959000000002,2120.3982372161927
162050,33431.02805000001,211.39959000000002,2120.3982372161927
140180,33431.02805000001,211.39959000000002,2120.3982372161927
89825,33430.95044000001,215.7829578,2265.3881826899997
109508,33430.95044000001,215.7829578,2265.3881826899997
83345,33430.81805000001,211.39860000000002,2120.411474216201
103028,33430.81805000001,211.39860000000002,2120.411474216201
78971,33430.81805000001,211.39870000000002,2120.410364233132
98654,33430.81805000001,211.39870000000002,2120.410364233132
81158,33430.81805000001,211.39860000000002,2120.4114742162
100841,33430.81805000001,211.39860000000002,2120.4114742162
59198,33430.72915,211.41760200000002,2121.3232983202824
63572,33430.72185,211.41746600000002,2121.3201404696442
61385,33430.72185,211.41745600000002,2121.3201394704183
120443,33430.37035000001,211.41730200000003,2121.64519091785
162077,33430.22305000001,211.39507999999998,2120.319170059514
140207,33430.22305000001,211.39507999999998,2120.319170059514
157703,33430.22305000001,211.39507999999998,2120.3179701264066
159890,33430.22305000001,211.39507999999998,2120.319170059514
142394,33430.22305000001,211.39507999999998,2120.319170059514
138020,33430.22305000001,211.39507999999998,2120.3179701264066
105188,33430.13094,215.77736549999997,2264.7256730633803
85505,33430.13094,215.77736549999997,2264.7256730633803
107375,33430.12094,215.77746539999995,2264.727693236515
87692,33430.12094,215.77746539999995,2264.727693236515
89879,33430.12084,215.77746539999995,2264.7266932360535
109562,33430.12084,215.77746539999995,2264.7266932360535
146741,33429.92534000001,215.77790459999997,2264.894643790356
166424,33429.92534000001,215.77790459999997,2264.894643790356
118256,33429.88945000001,211.406388,2120.4813384
102920,33429.77005000001,211.39185000000003,2120.241825476898
83237,33429.77005000001,211.39185000000003,2120.241825476898
81131,33429.61705,211.39111,2120.088841210392
83318,33429.61705,211.39111,2120.088841210772
100814,33429.61705,211.39111,2120.088841210392
103001,33429.61705,211.39111,2120.088841210772
78944,33429.57705,211.39081000000002,2120.0781212762936
98627,33429.57705,211.39081000000002,2120.0781212762936
148846,33428.481340000006,215.7684059,2264.58412409
168529,33428.481340000006,215.7684059,2264.58412409
146659,33428.43104,215.7680858,2264.5746638600003
166342,33428.43104,215.7680858,2264.5746638600003
89798,33428.30844,215.77079540000003,2265.71991145
109481,33428.30844,215.77079540000003,2265.71991145
144472,33427.911040000006,215.7648958,2264.45513397
164155,33427.911040000006,215.7648958,2264.45513397
144581,33427.80414,215.765583,2264.6135062900003
164264,33427.80414,215.765583,2264.6135062900003
81077,33426.95105000001,211.37912000000003,2120.3183956347902
100760,33426.95105000001,211.37912000000003,2120.3183956347902
157595,33426.94505000001,211.37926000000004,2120.209175732874
137912,33426.94505000001,211.37926000000004,2120.209175732874
87719,33426.342840000005,215.7543263,2264.04606224
109589,33426.342840000005,215.7543363,2264.04497224
89906,33426.342840000005,215.7543363,2264.04497224
107402,33426.342840000005,215.7543263,2264.04606224
85532,33425.99134,215.7521161,2263.96470123
105215,33425.99134,215.7521161,2263.96470123
148847,33425.550140000014,215.765322,2265.697894816055
168530,33425.550140000014,215.765322,2265.697894816055
157622,33425.31605000001,211.37200000000004,2120.722039553728
137939,33425.31605000001,211.37200000000004,2120.722039553728
140126,33425.15305000001,211.37121000000002,2121.580965205516
159809,33425.15305000001,211.37121000000002,2121.580965205516
107294,33424.75954,215.76515149999997,2265.6692306234986
87611,33424.75954,215.76515149999997,2265.6692306234986
49466,33424.36305000001,209.02391000000003,2295.02391602467
29783,33424.36305000001,209.02391000000003,2295.02391602467
31970,33424.36205,209.02398,2295.021692016452
51653,33424.36205,209.02398,2295.021692016452
47279,33424.36105,209.02397,2295.021688016452
27596,33424.36105,209.02397,2295.021688016452
168557,33424.24544000001,215.75757700000003,2265.4876190407
148874,33424.24544000001,215.75757700000003,2265.4876190407
100733,33422.783050000005,211.35809000000003,2120.374703821895
81050,33422.783050000005,211.35809000000003,2120.374703821895
164183,33422.33784000001,215.7470742,2265.2677915240006
144500,33422.33784000001,215.7470742,2265.2677915240006
102947,33422.228050000005,211.35533,2120.611589900598
83264,33422.228050000005,211.35533,2120.611589900598
169697,33421.60005000001,209.00378,2294.538923
165323,33421.60005000001,209.00379,2294.538923
145640,33421.60005000001,209.00379,2294.538923
150014,33421.60005000001,209.00378,2294.538923
147827,33421.588050000006,209.00365,2294.536588
167510,33421.588050000006,209.00365,2294.536588
85451,33421.54654,215.7428952,2264.787656205511
105134,33421.54654,215.7428952,2264.787656205511
87602,33421.42844,215.7415088,2265.5618091200004
107285,33421.42844,215.7415088,2265.5618091200004
89789,33421.37544000001,215.74116210000003,2265.56222551
109472,33421.37544000001,215.74116210000003,2265.56222551
105098,33421.316640000005,215.7408962,2265.54653813
85415,33421.316640000005,215.7408962,2265.54653813
166334,33420.24334000001,215.7412596,2265.63625846
146651,33420.24334000001,215.7412596,2265.63625846
168521,33420.243140000006,215.7412596,2265.6362584500002
148838,33420.243140000006,215.7412596,2265.6362584500002
164147,33420.242640000004,215.74125930000002,2265.6352372300003
144464,33420.242640000004,215.74125930000002,2265.6352372300003
145694,33419.58905000001,208.99121,2294.164764
165377,33419.58905000001,208.99121,2294.164764
147881,33419.58005000001,208.99133999999998,2294.1657569999998
150068,33419.58005000001,208.99123999999998,2294.167868
167564,33419.58005000001,208.99133999999998,2294.1657569999998
169751,33419.58005000001,208.99123999999998,2294.167868
140117,33419.45405000001,211.34366,2121.087777216183
161987,33419.45405000001,211.34366,2121.0877772161766
157613,33419.45405000001,211.34376,2121.0866672306647
159800,33419.45405000001,211.34366,2121.087777216183
137930,33419.45405000001,211.34376,2121.0866672306647
142304,33419.45405000001,211.34366,2121.0877772161766
159773,33419.42805,211.34177,2120.7065062190327
161960,33419.42805,211.34178,2120.7065062190236
140090,33419.42805,211.34177,2120.7065062190327
142277,33419.42805,211.34178,2120.7065062190236
161969,33419.41505,211.34172999999998,2120.7052368157906
142286,33419.41505,211.34172999999998,2120.7052368157906
157586,33419.38805,211.34147,2120.6957861621045
137903,33419.38805,211.34147,2120.6957861621045
98546,33419.18505000001,211.34066,2120.9743652861002
78863,33419.18505000001,211.34066,2120.9743652861002
31916,33418.999050000006,208.98963,2294.067723
27542,33418.999050000006,208.98963,2294.067723
29729,33418.999050000006,208.98963,2294.064493
47225,33418.999050000006,208.98963,2294.067723
49412,33418.999050000006,208.98963,2294.064493
51599,33418.999050000006,208.98963,2294.067723
145208,33418.68505000001,208.99026,2294.9382600000004
164891,33418.68505000001,208.99026,2294.9382600000004
169265,33418.68405,208.99026,2294.938259
149582,33418.68405,208.99026,2294.938259
