,oil,gas,dp
79784,31869.28704,207.52865999999997,2116.1626330308836
100999,31869.170049999997,208.84967,2276.9688357076093
81316,31869.170049999997,208.84967,2276.9688357076093
81971,31869.170039999997,207.52803999999998,2116.1371831023926
101654,31869.170039999997,207.52803999999998,2116.1371831023926
79129,31869.15905,208.84967,2276.9678357140356
98812,31869.15905,208.84967,2276.9678357140356
103186,31869.158049999995,208.84974,2276.9698067076097
83503,31869.158049999995,208.84974,2276.9698067076097
162228,31868.58805,207.031861,2056.4502136500932
142545,31868.58805,207.031861,2056.4502136500932
160041,31868.587050000002,207.031862,2056.4501039105753
140358,31868.587050000002,207.031862,2056.4501039105753
138171,31868.566049999998,207.031835,2056.449065550079
157854,31868.566049999998,207.031835,2056.449065550079
79769,31868.472039999993,207.52118,2115.148415
99452,31868.472039999993,207.52118,2115.148415
84143,31868.46203999999,207.52118,2115.149415
103826,31868.46203999999,207.52118,2115.149415
99461,31868.28404,207.5202,2115.1859272019515
79778,31868.28404,207.5202,2115.1859272019515
84152,31868.239039999993,207.52005,2115.188448189942
103835,31868.239039999993,207.52005,2115.188448189942
81323,31868.184049999996,208.89225000000002,2290.5048760066848
101006,31868.184049999996,208.89225000000002,2290.5048760066848
103193,31868.17405,208.89224000000002,2290.5068650066846
98819,31868.17405,208.89224000000002,2290.505865957736
79136,31868.17405,208.89224000000002,2290.505865957736
83510,31868.17405,208.89224000000002,2290.5068650066846
81956,31868.026039999993,207.51852,2115.0623160000005
101639,31868.026039999993,207.51852,2115.0623160000005
101648,31867.93904,207.51798,2115.1012271421346
81965,31867.93904,207.51798,2115.1012271421346
90903,31867.828060000003,208.96677,2266.611419838794
110586,31867.828060000003,208.96677,2266.611419838794
5245,31867.41202,202.392867,1972.4988879013813
3058,31867.401019999998,202.392851,1972.4978578732812
88716,31867.283059999994,208.9642,2266.531940291289
108399,31867.283059999994,208.9642,2266.531940291289
79730,31867.09904,207.51415999999998,2115.274912
103787,31867.09904,207.51415999999998,2115.274922
99413,31867.09904,207.51415999999998,2115.274912
84104,31867.09904,207.51415999999998,2115.274922
140338,31866.895049999996,208.83793000000003,2277.0618367074867
160021,31866.895049999996,208.83793000000003,2277.0618367074867
142525,31866.88305,208.83780000000002,2277.0696947074875
162208,31866.88305,208.83780000000002,2277.0696947074875
138151,31866.87505,208.83782000000002,2277.0638237641183
157834,31866.87505,208.83782000000002,2277.0638237641183
81917,31866.653039999997,207.51149999999998,2115.187822
101600,31866.653039999997,207.51149999999998,2115.187822
138600,31866.632039999997,205.02842499999997,1914.0896543817819
158283,31866.632039999997,205.02842499999997,1914.0896543817819
390,31865.81705,204.50863,1873.4457354056153
88770,31865.624059999995,208.95549,2266.663204236596
108453,31865.624059999995,208.95549,2266.663204236596
4764,31865.228049999998,204.50892399999998,1873.400381252037
2577,31865.21705,204.50889,1873.3985837280047
106212,31864.894059999995,208.95056,2266.1875369
86529,31864.894059999995,208.95056,2266.1875369
142552,31864.74105,208.82591,2277.2252381085104
162235,31864.74105,208.82591,2277.2252381085104
157861,31864.71805,208.82584999999997,2277.216824143138
138178,31864.71805,208.82584999999997,2277.216824143138
160048,31864.66905,208.82562000000001,2277.1946451085146
140365,31864.66905,208.82562000000001,2277.1946451085146
162657,31863.492039999997,205.007936,1913.4885122276044
142974,31863.492039999997,205.007936,1913.4885122276044
175285,31863.383049999997,205.20852,2085.205527946688
155602,31863.383049999997,205.20852,2085.205527946688
173098,31863.373049999995,205.20862,2085.2068887165283
153415,31863.373049999995,205.20862,2085.2068887165283
151228,31863.372049999994,205.20861,2085.205515881559
170911,31863.372049999994,205.20861,2085.205515881559
160470,31863.372039999995,205.006937,1913.4617234107968
140787,31863.372039999995,205.006937,1913.4617234107968
90957,31863.233059999995,208.94153,2266.3196727
110640,31863.233059999995,208.94153,2266.3196727
86583,31863.223059999997,208.94153,2266.3196626999998
106266,31863.223059999997,208.94153,2266.3196626999998
103402,31863.105050000002,208.81827,2277.407441707486
83719,31863.105050000002,208.81827,2277.407441707486
871,31863.102019999995,202.38968,1972.1102987299141
79345,31862.402049999997,208.81406,2277.2694752941734
99028,31862.402049999997,208.81406,2277.2694752941734
100979,31862.40105,208.85114,2289.079482
81296,31862.40105,208.85114,2289.079482
81532,31862.399049999996,208.81413,2277.2717432333766
101215,31862.399049999996,208.81413,2277.2717432333766
103166,31862.39005,208.85117999999997,2289.081442
83483,31862.39005,208.85117999999997,2289.081442
98792,31862.310050000004,208.85057999999998,2289.071742
79109,31862.310050000004,208.85057999999998,2289.071742
160264,31861.594050000003,208.81013,2277.582713108357
140581,31861.594050000003,208.81013,2277.582713108357
158077,31861.585049999998,208.81025000000002,2277.5896201494425
142768,31861.585049999998,208.81026,2277.588743108358
138394,31861.585049999998,208.81025000000002,2277.5896201494425
162451,31861.585049999998,208.81026,2277.588743108358
79372,31861.410050000002,208.80942000000002,2277.483210147555
99055,31861.410050000002,208.80942000000002,2277.483210147555
83746,31861.410050000002,208.80943000000002,2277.4833451085137
103429,31861.410050000002,208.80943000000002,2277.4833451085137
81559,31861.40005,208.80933000000002,2277.484331108512
101242,31861.40005,208.80933000000002,2277.484331108512
140608,31859.80505,208.80089,2277.47534723345
160291,31859.80505,208.80089,2277.47534723345
158104,31859.79505,208.80089,2277.4720152944415
138421,31859.79505,208.80089,2277.4720152944415
162478,31859.795049999997,208.8009,2277.4753582334497
142795,31859.795049999997,208.8009,2277.4753582334497
115074,31858.605040000002,195.27292500000001,2274.8782011011826
95391,31858.605040000002,195.27292500000001,2274.8782011011826
93204,31858.60404,195.272825,2274.87719113421
112887,31858.60404,195.272825,2274.87719113421
117261,31858.45304,195.27095300000002,2274.663999971954
97578,31858.45304,195.27095300000002,2274.663999971954
155386,31856.60005,203.88261599999998,1982.55580188461
175069,31856.60005,203.88261599999998,1982.55580188461
172882,31856.561049999997,203.88243699999998,1982.5365029494574
153199,31856.561049999997,203.88243699999998,1982.5365029494574
170695,31856.534050000006,203.88221099999998,1982.533266074608
151012,31856.534050000006,203.88221099999998,1982.533266074608
57253,31855.810039999997,204.147362,2027.0593905738137
37570,31855.810039999997,204.147362,2027.0593905738137
33196,31855.791039999993,204.147229,2027.0552603803676
35383,31855.791039999993,204.147229,2027.0552604349148
55066,31855.791039999993,204.147229,2027.0552604349148
52879,31855.791039999993,204.147229,2027.0552603803676
162837,31855.675459999995,205.92213800000002,1800.3457103501673
143154,31855.675459999995,205.92213800000002,1800.3457103501673
158463,31855.66466,205.9221265,1800.3455743715515
138780,31855.66466,205.9221265,1800.3455743715515
160650,31855.605159999996,205.92152760000002,1800.328767332625
140967,31855.605159999996,205.92152760000002,1800.328767332625
82226,31855.556040000003,205.89116,2273.971925043281
101909,31855.556040000003,205.89116,2273.971925043281
80039,31855.518039999995,205.89092,2273.96448505406
99722,31855.518039999995,205.89092,2273.96448505406
104096,31855.509039999997,205.89093,2273.9634850532625
84413,31855.509039999997,205.89093,2273.9634850532625
149445,31855.317059999998,207.84428,1868.037256035354
169128,31855.317059999998,207.84428,1868.037256035354
166941,31855.305060000002,207.84413999999998,1868.033521132358
147258,31855.305060000002,207.84413999999998,1868.033521132358
101963,31855.29804,205.88991000000001,2273.990180038792
82280,31855.29804,205.88991000000001,2273.990180038792
84467,31855.26004,205.88968,2273.982720021669
99776,31855.26004,205.88968,2273.9827300214038
80093,31855.26004,205.88968,2273.9827300214038
104150,31855.26004,205.88968,2273.982720021669
164754,31855.23206,207.84378999999998,1868.0273769456658
145071,31855.23206,207.84378999999998,1868.0273769456658
101423,31852.675039999995,205.87673,2274.175931051519
81740,31852.675039999995,205.87673,2274.175931051519
99236,31852.647039999996,205.87649000000002,2274.1695010381386
79553,31852.647039999996,205.87649000000002,2274.1695010381386
83927,31852.647039999996,205.87649000000002,2274.169491038478
103610,31852.647039999996,205.87649000000002,2274.169491038478
73738,31852.63405,203.75778,2260.057321265913
75925,31852.62005,203.75775,2260.052169122112
78112,31852.61805,203.75764,2260.048047965923
81794,31851.69304,205.87196000000003,2274.2457120469226
101477,31851.69304,205.87196000000003,2274.2457120469226
79607,31851.655039999998,205.87173,2274.2382620595445
99290,31851.655039999998,205.87173,2274.2382620595445
103664,31851.654039999994,205.87172,2274.2382520582873
83981,31851.654039999994,205.87172,2274.2382520582873
71026,31851.255019999997,204.13332099999997,1848.54827605
66652,31851.24402,204.13331599999998,1848.5546058763962
68839,31851.242019999998,204.13331499999998,1848.5463718565886
11815,31850.90802,204.131005,1848.3232292500002
7441,31850.897019999997,204.130989,1848.3232004185336
9628,31850.897019999997,204.130979,1848.3221994534852
78598,31849.872049999998,203.74052999999998,2259.5760218
76411,31849.85905,203.74050999999997,2259.5698777
74224,31849.73705,203.73959000000002,2259.5145975999994
70783,31849.149019999997,204.119585,1848.373980576
68596,31849.138019999995,204.119569,1848.3729409031832
66409,31849.138019999995,204.119569,1848.3729423355587
35248,31846.745050000005,200.99744299999998,1979.8049522847223
54931,31846.745050000005,200.99744299999998,1979.8049522847223
57118,31846.71505,200.997243,1979.7979522847222
37435,31846.71505,200.997243,1979.7979522847222
33061,31846.647050000003,200.996963,1979.7888947597723
52744,31846.647050000003,200.996963,1979.7888947597723
145158,31846.508040000004,202.00937,1924.3369519999999
164841,31846.508040000004,202.00937,1924.3369519999999
167028,31846.498040000006,202.00937,1924.3337119999999
147345,31846.498040000006,202.00937,1924.3337119999999
149532,31846.498040000006,202.00926999999996,1924.3369519999999
169215,31846.498040000006,202.00926999999996,1924.3369519999999
74953,31846.49405,203.72261000000003,2260.6290172336317
77140,31846.49405,203.72261000000003,2260.629017222558
72766,31846.49005,203.72258000000002,2260.6277740225582
66004,31845.439019999998,204.09568000000002,1848.4821678274054
70378,31845.41202,204.095472,1848.70528006
68191,31845.40102,204.095467,1848.704700890437
53159,31845.259049999997,204.55333,2243.768556657646
37850,31845.259049999997,204.55333,2243.767556603488
57533,31845.259049999997,204.55333,2243.767556603488
33476,31845.259049999997,204.55333,2243.768556657646
35663,31845.245049999994,204.55319,2243.758345803488
55346,31845.245049999994,204.55319,2243.758345803488
57290,31844.794049999993,204.55087,2243.807482218135
55103,31844.794049999993,204.55086,2243.8084712181358
37607,31844.794049999993,204.55087,2243.807482218135
35420,31844.794049999993,204.55086,2243.8084712181358
33233,31844.793049999997,204.55086,2243.80849222862
52916,31844.793049999997,204.55086,2243.80849222862
70135,31843.957019999998,204.08604499999998,1848.522674974
65761,31843.956019999998,204.086029,1848.5216471468407
67948,31843.946019999996,204.086029,1848.521645020839
55021,31843.83705,204.54594999999995,2243.760442074292
57208,31843.83705,204.54594999999995,2243.7604420742914
35338,31843.83705,204.54594999999995,2243.760442074292
37525,31843.83705,204.54594999999995,2243.7604420742914
52834,31843.82605,204.54583,2243.7592881158325
33151,31843.82605,204.54583,2243.7592881158325
83883,31843.16405,208.189186,2290.571287261116
103566,31843.16405,208.189186,2290.571287261116
79509,31843.16205,208.18908399999998,2290.5722737611563
99192,31843.16205,208.18908399999998,2290.5722737611563
101379,31843.16105,208.189075,2290.571264189388
81696,31843.16105,208.189075,2290.571264189388
74467,31843.144049999995,203.70201,2259.182589760568
72280,31843.130049999996,203.70197,2259.1804514386113
76654,31843.10505,203.70173,2259.174156238607
175312,31842.523049999996,205.15852,2080.239387009037
155629,31842.523049999996,205.15852,2080.239387009037
173125,31842.51305,205.15852,2080.2403970088703
153442,31842.51305,205.15852,2080.2403970088703
170938,31842.51105,205.15849000000003,2080.239262761766
151255,31842.51105,205.15849000000003,2080.239262761766
44360,31842.438049999997,208.64587999999998,2272.024088527565
39986,31842.438049999997,208.64587999999998,2272.0240786265263
20303,31842.438049999997,208.64587999999998,2272.0240786265263
24677,31842.438049999997,208.64587999999998,2272.024088527565
22490,31842.42705,208.64587999999998,2272.024065527565
42173,31842.42705,208.64587999999998,2272.024065527565
5248,31842.354030000002,203.16000100000002,1960.4292826737267
874,31842.34803,203.15999800000003,1960.4281891757269
3061,31842.34803,203.15999800000003,1960.427676142867
103382,31841.913049999996,208.46328,2280.8052817276694
99008,31841.913049999996,208.46328,2280.8052818109204
83699,31841.913049999996,208.46328,2280.8052817276694
79325,31841.913049999996,208.46328,2280.8052818109204
101195,31841.883049999997,208.46314,2280.802112727661
81512,31841.883049999997,208.46314,2280.802112727661
11977,31841.743019999998,204.13069800000002,1847.5975540308077
7603,31841.723019999998,204.130699,1847.59773478
9790,31841.723019999998,204.130699,1847.42372978
140561,31841.497049999998,208.45923,2280.7057111554195
160244,31841.497049999998,208.45923,2280.7057111554195
142748,31841.49704999999,208.45929,2280.7120017644183
162431,31841.49704999999,208.45929,2280.7120017644183
138374,31841.49704999999,208.45932000000002,2280.713014852808
158057,31841.49704999999,208.45932000000002,2280.713014852808
16638,31841.224039999997,200.16499000000002,2220.7276464930724
18825,31841.19403999999,200.16499000000002,2220.724293967345
14451,31841.19403999999,200.16499000000002,2220.7232939673454
22517,31841.108049999995,208.63828,2271.9848525893212
42200,31841.108049999995,208.63828,2271.9848525893212
11976,31841.104019999995,204.135601,1847.2266032209998
7602,31841.098019999994,204.13559800000002,1847.225001834536
9789,31841.098019999994,204.13559800000002,1847.2250457985
64219,31840.93004,205.46605169999998,1884.339110758274
11733,31840.92902,204.13454099999998,1847.2302005809997
62032,31840.925040000006,205.46607779999997,1884.3373663839664
7359,31840.92302,204.134538,1847.2286493969
9546,31840.92302,204.134538,1847.2286445385
59845,31840.899040000004,205.46603290000002,1884.3386266151772
6955,31840.881019999997,204.078023,1848.3567713999284
24704,31840.74905,208.63567000000003,2272.3193001314
44387,31840.74905,208.63567000000003,2272.3193001314
40013,31840.74805,208.63564,2272.3189061191997
20330,31840.74805,208.63564,2272.3189061191997
112806,31840.58104,200.88903,2271.129513336824
93123,31840.58104,200.88903,2271.129513336824
97497,31840.58004,200.889031,2271.1305134189943
117180,31840.58004,200.889031,2271.1305134189943
114993,31840.51004,200.88863999999998,2271.1167532448453
95310,31840.51004,200.88863999999998,2271.1167532448453
71025,31840.043019999997,204.12867100000003,1847.256347351
68838,31840.037019999996,204.12866800000003,1847.2547904678001
66651,31840.037019999996,204.12866800000003,1847.2557941282
24840,31840.00804,202.027927,1812.1794317331635
44523,31840.00804,202.027927,1812.1794317331635
71107,31839.92802,204.13158199999998,1847.1722410896002
66733,31839.922019999998,204.131579,1847.1715732701603
68920,31839.922019999998,204.131579,1847.1715732882956
12057,31839.889020000002,204.127861,1847.2608078009998
9870,31839.87302,204.127858,1847.2592514117002
7683,31839.87302,204.127858,1847.2592534098999
12058,31839.84002,204.130912,1847.186363995136
9871,31839.83402,204.130909,1847.185728021611
7684,31839.83402,204.130909,1847.1857294165902
71106,31839.742019999998,204.126681,1847.2654059862075
68919,31839.736019999997,204.12668800000003,1847.263821608925
66732,31839.736019999997,204.126678,1847.2637004654748
134736,31839.53704,200.15613999999997,2220.6990061366905
11004,31839.519019999992,204.116388,1847.4558570308077
8817,31839.50901999999,204.11638900000003,1847.45382678
6630,31839.50901999999,204.11627900000002,1847.45382678
132549,31839.487040000004,200.15583999999998,2220.690366145394
136923,31839.47704,200.15583999999998,2220.689356145852
22653,31839.373039999995,202.027496,1812.124624784362
42336,31839.373039999995,202.027496,1812.124624784362
40149,31839.359039999996,202.02748599999998,1812.1212743637775
20466,31839.359039999996,202.02748599999998,1812.1212743637775
70782,31838.69302,204.12014100000002,1847.2949057509998
70864,31838.689019999998,204.123472,1847.219957990218
68595,31838.687019999998,204.12013800000003,1847.2933475746
66408,31838.687019999998,204.12013800000003,1847.293301815925
68677,31838.683019999997,204.123469,1847.2193199699532
66490,31838.683019999997,204.123469,1847.2193228684991
11814,31838.615019999997,204.11959099999999,1847.2980977109996
9627,31838.609019999996,204.11957800000002,1847.2965305015
7440,31838.609019999996,204.119588,1847.29648370568
11734,31838.459019999995,204.118441,1847.303669451
9547,31838.453019999994,204.118438,1847.3021113224002
7360,31838.453019999994,204.118438,1847.302117693
70863,31838.33902,204.117811,1847.3044967609994
68676,31838.33302,204.117808,1847.3029396062
66489,31838.33302,204.117808,1847.3029429675998
37768,31838.128049999996,204.51614000000004,2243.8844311167977
57451,31838.128049999996,204.51614000000004,2243.8844311167977
55264,31838.117049999997,204.51612000000003,2243.883389016798
35581,31838.117049999997,204.51612000000003,2243.883389016798
33394,31838.105049999995,204.5159,2243.880002126238
53077,31838.105049999995,204.5159,2243.880002126238
70297,31837.86802,204.046675,1848.6995268669998
65923,31837.867019999998,204.046659,1848.6984893058577
68110,31837.85702,204.046659,1848.698497018316
70053,31837.51802,204.11236100000002,1847.3302896509995
65679,31837.51202,204.11235800000003,1847.3277341454
67866,31837.51202,204.11235800000003,1847.3277367033002
35582,31837.20705,204.51189,2244.168372718136
55265,31837.20705,204.51189,2244.168372718136
57452,31837.19705,204.51189,2244.167361718136
37769,31837.19705,204.51189,2244.167361718136
33395,31837.196050000002,204.51188,2244.16735072862
53078,31837.196050000002,204.51188,2244.16735072862
57443,31837.138049999998,204.51144,2244.1780029181355
35573,31837.138049999998,204.51143,2244.176992918136
37760,31837.138049999998,204.51144,2244.1780029181355
55256,31837.138049999998,204.51143,2244.176992918136
53069,31837.13705,204.51143,2244.1779919286196
33386,31837.13705,204.51143,2244.1779919286196
84369,31836.12205,208.153494,2291.050459434406
104052,31836.12205,208.153494,2291.050459434406
79995,31836.113050000004,208.153509,2291.050484034409
99678,31836.113050000004,208.153509,2291.050484034409
82182,31836.11205,208.15349800000004,2291.0504816102493
101865,31836.11205,208.15349800000004,2291.0504816102493
162703,31836.04004,203.70279,2155.1756613627604
143020,31836.04004,203.70279,2155.1756613627604
138646,31836.03904,203.70279,2155.1755523627453
158329,31836.03904,203.70279,2155.1755523627453
140833,31836.01904,203.70256,2155.170262426069
160516,31836.01904,203.70256,2155.170262426069
143182,31835.56804,205.29886,1969.2423538999997
162865,31835.56804,205.29886,1969.2423538999997
138808,31835.52704,205.29869999999997,1969.2258929
158491,31835.52704,205.29869999999997,1969.2258929
140995,31835.527039999997,205.29869999999997,1969.2199918999997
160678,31835.527039999997,205.29869999999997,1969.2199918999997
11085,31835.494019999995,204.099361,1847.3884383809998
6711,31835.488019999993,204.099358,1847.3878819174
8898,31835.488019999993,204.099358,1847.387886876
11005,31835.12902,204.096981,1847.3977252609998
6631,31835.12302,204.096968,1847.3961692025996
8818,31835.12302,204.096978,1847.3961700122998
70134,31834.96102,204.095831,1847.4030159209997
67947,31834.955019999998,204.095828,1847.4014615538
65760,31834.955019999998,204.095828,1847.4014581093
70054,31834.042019999997,204.090041,1847.4299273309996
65680,31834.036019999996,204.09003800000002,1847.4283627637
67867,31834.036019999996,204.09003800000002,1847.4283643343
89300,31833.253050000003,209.53385,2275.273825032695
111170,31833.253050000003,209.53391000000005,2275.272803023687
108983,31833.253050000003,209.53385,2275.273825032695
91487,31833.253050000003,209.53391000000005,2275.272803023687
87113,31833.233050000003,209.53392000000002,2275.2681310235184
106796,31833.233050000003,209.53392000000002,2275.2681310235184
160001,31833.14305,208.41899999999998,2281.3661777276966
140318,31833.14305,208.41899999999998,2281.3661777276966
162188,31833.113049999996,208.41888,2281.3661527276995
142505,31833.113049999996,208.41888,2281.3661527276995
157814,31833.103049999998,208.41888,2281.3661528109283
138131,31833.103049999998,208.41888,2281.3661528109283
11247,31833.02402,204.083371,1847.4579085809999
9060,31833.01802,204.08337799999998,1847.4563553348
6873,31833.01802,204.083368,1847.4563513109
11086,31832.526019999998,204.079991,1847.4738850109995
8899,31832.520019999996,204.07998800000001,1847.4723323582998
6712,31832.520019999996,204.07998800000001,1847.4723292885997
24434,31832.475049999997,208.59387,2272.535111061828
22247,31832.475049999997,208.59388,2272.534111061828
41930,31832.475049999997,208.59388,2272.534111061828
44117,31832.475049999997,208.59387,2272.535111061828
39743,31832.46505,208.59385,2272.531721125218
20060,31832.46505,208.59385,2272.531721125218
70296,31832.151019999998,204.077951,1847.4833285609998
68109,31832.146019999996,204.07794800000002,1847.4817249948778
65922,31832.146019999996,204.07794800000002,1847.4817714643002
11329,31832.08802,204.072559,1847.5713814183775
9142,31832.07702,204.072534,1847.5703503011744
22274,31831.745049999998,208.59088,2272.7693015275645
41957,31831.745049999998,208.59088,2272.7693015275645
24461,31831.74405,208.59087,2272.768276527565
44144,31831.74405,208.59087,2272.768276527565
39770,31831.74405,208.59087,2272.7682756265262
20087,31831.74405,208.59087,2272.7682756265262
92691,31831.39705,200.43008999999998,1994.2399891440998
112374,31831.39705,200.43008999999998,1994.2399891440998
94878,31831.367049999997,200.42995,1994.2315192109165
114561,31831.367049999997,200.42995,1994.2315192109165
97065,31831.367049999993,200.42989,1994.2329891441013
116748,31831.367049999993,200.42989,1994.2329891441013
103139,31830.642050000002,208.40531000000001,2281.471052191556
83456,31830.642050000002,208.40531000000001,2281.471052191556
100952,31830.642050000002,208.40531000000001,2281.471052191556
81269,31830.642050000002,208.40531000000001,2281.471052191556
79082,31830.61105,208.4052,2281.465536257245
98765,31830.61105,208.4052,2281.465536257245
134250,31829.07304,200.10755999999998,2221.657598144397
132063,31829.07304,200.10755999999998,2221.656708123186
136437,31829.06304,200.10755999999998,2221.657709123133
149472,31829.045059999997,207.329905,1868.1972673999999
145098,31829.045059999997,207.32990299999997,1868.1964670999998
164781,31829.045059999997,207.32990299999997,1868.1964670999998
169155,31829.045059999997,207.329905,1868.1972673999999
168783,31829.005040000004,208.0668,2057.562920483156
149100,31829.005040000004,208.0668,2057.562920483156
146913,31828.99304,208.06673999999998,2057.5616671215225
166596,31828.99304,208.06673999999998,2057.5616671215225
164409,31828.982040000003,208.06673,2057.560656683154
144726,31828.982040000003,208.06673,2057.560656683154
166968,31828.812059999993,207.328938,1868.17801456427
147285,31828.812059999993,207.328938,1868.17801456427
35972,31827.37904,201.45291,2192.9407269899307
55655,31827.37904,201.45291,2192.9407269899307
11248,31827.12402,204.04520100000002,1847.629549361
6874,31827.118019999998,204.04519800000003,1847.6279944141002
9061,31827.118019999998,204.04519800000003,1847.6279980538998
33785,31826.559040000004,201.44791000000004,2192.7698770329844
53468,31826.559040000004,201.44791000000004,2192.7698770329844
38159,31826.53904,201.44781000000003,2192.7647469948834
57842,31826.53904,201.44781000000003,2192.7647469948834
33152,31825.90205,204.44704,2243.7375242000003
52835,31825.90205,204.44704,2243.7375242000003
57209,31825.89705,204.44718999999998,2243.7399142000004
37526,31825.89705,204.44718999999998,2243.7399142000004
55022,31825.886049999997,204.44706000000002,2243.7348721
35339,31825.886049999997,204.44706000000002,2243.7348721
11328,31825.585019999995,204.03529099999997,1847.673335901
9141,31825.579019999994,204.035278,1847.6717831656001
6954,31825.579019999994,204.03528799999998,1847.6717780117
70377,31825.009019999998,204.031511,1847.6896481909998
68190,31825.003019999996,204.031508,1847.6890968153998
66003,31825.003019999996,204.031508,1847.6880913672
18339,31824.38304,200.08401,2221.688073289594
13965,31824.38304,200.08401,2221.6870732894104
16152,31824.38304,200.08401,2221.686953270404
162872,31824.160040000002,206.37688000000003,2287.7544907378583
143189,31824.160040000002,206.37688000000003,2287.7544907378583
158498,31824.160040000002,206.37689000000003,2287.7585424819977
138815,31824.160040000002,206.37689000000003,2287.7585424819977
160685,31824.150039999993,206.37689000000003,2287.7511824485
141002,31824.150039999993,206.37689000000003,2287.7511824485
83474,31822.862050000003,208.74127,2294.384651345406
100970,31822.862050000003,208.74126,2294.3856221293095
81287,31822.862050000003,208.74126,2294.3856221293095
103157,31822.862050000003,208.74127,2294.384651345406
79100,31822.85205,208.74116000000004,2294.381061459453
98783,31822.85205,208.74116000000004,2294.381061459453
113818,31822.708039999994,203.45253807999998,1864.6081143542835
94135,31822.708039999994,203.45253807999998,1864.6081143542835
116005,31822.694039999995,203.45262663,1864.6070719674049
96322,31822.694039999995,203.45262663,1864.6070719674049
111631,31822.597439999994,203.45199368,1864.5890414754313
91948,31822.597439999994,203.45199368,1864.5890414754313
110124,31820.507050000004,208.03605299999998,2263.925381875916
90441,31820.507050000004,208.03605299999998,2263.925381875916
86067,31820.49705,208.03605299999998,2263.925370875916
107937,31820.49705,208.03605399999998,2263.925381007872
105750,31820.49705,208.03605299999998,2263.925370875916
88254,31820.49705,208.03605399999998,2263.925381007872
37363,31820.41005,195.88823,2267.1609256062393
57046,31820.41005,195.88823,2267.1609256062393
175459,31817.000049999995,195.8015,2270.9900344320376
155776,31817.000049999995,195.8015,2270.9900344320376
153589,31816.891049999995,195.8008,2271.000135804099
173272,31816.891049999995,195.8008,2271.000135804099
151402,31816.761049999997,195.7999,2270.9763358861915
171085,31816.761049999997,195.7999,2270.9763358861915
145218,31816.61805,202.11618,2115.8822452092827
164901,31816.61805,202.11618,2115.8822452092827
32989,31816.599049999997,195.86534,2266.0723503906333
52672,31816.599049999997,195.86534,2266.0723503906333
35176,31816.59305,195.86550000000003,2266.0612883517947
54859,31816.59305,195.86550000000003,2266.0612883517947
52826,31816.49505,204.39845,2244.1152188
33143,31816.49505,204.39845,2244.1152188
55013,31816.49105,204.39863000000003,2244.1186500000003
35330,31816.49105,204.39863000000003,2244.1186500000003
37517,31816.49005,204.39861000000002,2244.1176189000003
57200,31816.49005,204.39861000000002,2244.1176189000003
175513,31815.447050000002,195.79154,2272.1140447948887
155830,31815.447050000002,195.79154,2272.1140447948887
173326,31815.44305,195.79141000000004,2272.10850123384
153643,31815.44305,195.79141000000004,2272.10850123384
151456,31815.433050000003,195.79141000000004,2272.106381198885
171139,31815.433050000003,195.79141000000004,2272.106381198885
57100,31813.81905,195.84917,2265.4520820235725
37417,31813.81905,195.84917,2265.4520820235725
54913,31813.81805,195.84917,2265.4520800458486
35230,31813.81805,195.84917,2265.4520800458486
91091,31813.430050000003,207.999981,2264.586888840619
110774,31813.430050000003,207.999981,2264.586888840619
33043,31813.425049999998,195.84678000000002,2265.3757100768935
52726,31813.425049999998,195.84678000000002,2265.3757100768935
108587,31813.42005,207.999981,2264.58588889982
86717,31813.42005,207.999981,2264.5878878406184
106400,31813.42005,207.999981,2264.5878878406184
88904,31813.42005,207.999981,2264.58588889982
90927,31812.590049999995,207.995586,2264.649284123217
110610,31812.590049999995,207.995586,2264.649284123217
167088,31812.583049999997,202.09072000000003,2115.2419709
147405,31812.583049999997,202.09072000000003,2115.2419709
169275,31812.531049999998,202.09020999999998,2115.2525698
149592,31812.531049999998,202.09020999999998,2115.2525698
108101,31812.413050000003,207.99388,2264.294011242028
88418,31812.413050000003,207.99388,2264.294011242028
90605,31812.412050000003,207.993879,2264.2940010420084
110288,31812.412050000003,207.993879,2264.2940010420084
105914,31812.40205,207.993879,2264.2889790420086
86231,31812.40205,207.993879,2264.2889790420086
108423,31811.31405,207.988403,2264.475358642014
88740,31811.31405,207.988403,2264.475358642014
86553,31811.301050000002,207.988298,2264.4773170420135
106236,31811.301050000002,207.988298,2264.4773170420135
148834,31808.73624,208.16417590000003,1813.546635953638
168517,31808.73624,208.16417590000003,1813.546635953638
146647,31808.73444,208.1641654,1813.546615961741
166330,31808.73444,208.1641654,1813.546615961741
164143,31808.708039999998,208.16384580000002,1813.5392785635995
144460,31808.708039999998,208.16384580000002,1813.5392785635995
132916,31808.64905,195.78343,2270.22401538639
16951,31808.212050000002,195.78046,2269.98922403364
19138,31808.212050000002,195.78046,2269.9892240172803
14764,31808.176049999995,195.78027,2269.9688400172804
17005,31808.064049999997,195.77967,2269.994120045849
19192,31808.063049999997,195.77967,2269.994120023568
14818,31808.027049999997,195.77948,2269.97285702357
135589,31807.914050000003,195.77890000000002,2270.3600621763103
137776,31807.91305,195.77890000000002,2270.3610621279213
135049,31807.758049999997,195.77779999999998,2270.084433070155
137236,31807.758049999997,195.77779999999998,2270.0854320509657
132862,31807.71905,195.77749,2270.0551530506036
19678,31807.695049999995,195.7772,2270.0969610459024
17491,31807.641049999995,195.77688,2270.081418070189
